HD_LastUpdate,HD_Notes,Interference,aant_rotation_deg,actual_erp,amsl,antenna_type,app_id,banner,base_callsign,bc_mode,bearing,callsign,city,class,class_flag,country,create_ts,digital_erp,distance,erp,erphpk,erpvpk,facility_id,field_strength,format,format2,format3,format_id,frequency,haat,hagl,hd2_format,hd2_slogan,hd3_format,hd3_slogan,hd4_format,hd4_slogan,index,language_id,last_update_ts,lat,level_0,lon,market,mlb,mode,nba,new_erp,new_format,nfl,nhl,npr,owner,pi_code,population,prl,ps_info,radiotext,range_flag,rank,receiver_hagl,relay,search_lat,search_location,search_lon,service_code,slogan,sp,status_date,strong_iboc,supertranslator,timeShare,uneven_polarization
,,[],,0.25,588.0,NDIR,12afc68123c9419a9d7ec1b6063ebeb7,,W250BC,,35,W250BC,ATLANTA,D,3.5,USA,2019-03-14T20:12:52.418Z,,4.9,0.25,0.25,0.25,158597,82.95,Classic Hip-Hop,,,375.0,97.9,303.3,324.0,,,,,,,,,2009-04-16T00:00:00.000Z,33.8073333333,994,84.3393611111,Atlanta,,,,0.25,Classic Hip-Hop,,,False,Cumulus Media,7A42,"5,102,700",,Title & Artist,,71.4285714286,7.0,320,WWWQ-HD3,33.749,"Atlanta, GA",-84.388,FX,OG97.9,GA,2009-05-01T00:00:00.000Z,False,1.0,False,0.0
,,[],,0.144,588.0,DRL,e5d9d04ab4ec4f3ebbddc1b6063ebeb7,,W255CJ,,35,W255CJ,ATLANTA,D,3.5,USA,2019-03-14T20:12:13.340Z,,4.9,0.0535824,0.144,0.144,148550,76.26,Rock,,,62.0,98.9,301.0,324.0,,,,,,,,,2019-02-08T00:00:00.000Z,33.8073333333,1095,84.3393611111,Atlanta,,,,0.144,Rock,,,False,Cumulus Media,D2B5,"5,102,700",,,,71.4285714286,7.0,320,WNNX 100.5,33.749,"Atlanta, GA",-84.388,FX,99X,GA,2019-02-21T00:00:00.000Z,False,1.0,False,0.0
,,"['WDEN-FM,Same Channel,40.07', 'WDJY-LP,Same Channel,34.43', 'WGRU-LP,Same Channel,58.43', 'WIEH-LP,Same Channel,50.79', 'WAHR,same-channel 5010,37.52', 'W255CJ,adjacent,76.26', 'WCON-FM,IBOC,54.1', 'WNGH-FM,IBOC,41.93']",,0.16,579.0,DRL,25076ff376d4d1630177175dde6a154e,,W256DJ,,92,W256DJ,CONYERS,D,3.5,USA,2021-01-18T16:19:23.721Z,,22.11,0.00665856,0.16,0.16,201381,47.78,Ethnic,,,317.0,99.1,,305.0,,,,,,,,,2021-01-19T00:00:00.000Z,33.7394444444,1118,84.0033333333,Atlanta,,,,0.16,Ethnic,,,False,,,"5,102,700",,,,15.8299412031,7.0,320,WPBS-1040,33.749,"Atlanta, GA",-84.388,FX,VSAM 1040,GA,2021-02-01T00:00:00.000Z,False,1.0,False,0.0
,,"['WCON-FM,Same Channel,54.1', 'WKCN,Same Channel,26.98']",,0.25,431.8,DRL,25076f91934be53201936a2db9701356,,W257DF,,210,W257DF,ATLANTA,D,3.5,USA,2024-11-26T15:33:19.957Z,,20.69,0.007225,0.25,0.25,152237,43.02,Classic Hits,,,7.0,99.3,,134.0,,,,,,,,,2024-12-04T00:00:00.000Z,33.4900277778,1134,84.5685,Atlanta,,,,0.25,Classic Hits,,,False,"Georgia Radio Alliance, LLC",D4B0,"5,102,700",,,,16.9163847269,7.0,320,WMDG 1260,33.749,"Atlanta, GA",-84.388,FX,,GA,2024-12-13T00:00:00.000Z,False,1.0,False,0.0
,,"['W261EA,Same Channel,58.92', 'WNSY,Same Channel,52.14']",,0.25,420.6,DRL,25076f9184e9c4e20184f7ad78ea056a,,W261DL,,240,W261DL,EAST POINT,D,3.5,USA,2022-12-09T11:17:31.852Z,,8.17,0.03553225,0.25,0.25,200345,62.95,Adult Hits,,,3.0,100.1,,131.0,,,,,,,,,2022-12-09T00:00:00.000Z,33.6890833333,1217,84.5104722222,Atlanta,,,,0.25,Adult Hits,,,False,"Georgia Radio Alliance Atlanta, LLC",D1CE,"5,102,700",,FOX-FM,100.1 FOX-FM Georgia's Greatest Hits,42.8396572827,7.0,320,WMDG-1260,33.749,"Atlanta, GA",-84.388,FX,FOX FM,GA,2023-01-05T00:00:00.000Z,False,1.0,False,0.0
,,"['W261DL,Same Channel,62.95', 'WNSY,Same Channel,52.14']",90.0,0.099,443.0,DRL,64737b43ecfd42159cd1c1b6063ebeb7,,W261EA,,43,W261EA,ATLANTA,D,2.5,USA,2019-07-18T01:11:41.095Z,,15.79,0.0171160744,0.099,0.099,156732,58.92,Adult Hits,,,3.0,100.1,,111.0,,,,,,,,,2019-07-17T00:00:00.000Z,33.9171388889,1220,84.2015555556,Atlanta,,,,0.099,Adult Hits,,,False,"PRIETO BROADCASTING, INC.",,"5,102,700",,,,15.8328055731,7.0,320,WPLO-610,33.749,"Atlanta, GA",-84.388,FX,LA BONITA SEIS‐DIEZ (6-10),GA,2019-07-24T00:00:00.000Z,False,0.0,False,0.0
,,"['W265DG,Same Channel,55.31', 'W266BW,adjacent,80.25']",,0.25,430.0,DRL,25076f91985632ae019856548d650001,,W265AV,,339,W265AV,WOODSTOCK,D,3.5,USA,2025-07-29T09:17:16.227Z,,17.23,0.0003330625,0.25,0.25,28332,41.99,Contemporary Christian,,,12.0,100.9,,18.0,,,,,,,,,2025-07-30T00:00:00.000Z,33.9824722222,1264,84.4935833333,Atlanta,,,,0.25,Contemporary Christian,,,False,Georgia Radio Alliance Blackjack LLC,,"5,102,700",,,,20.3134068485,7.0,320,WCCV 91.7,33.749,"Atlanta, GA",-84.388,FX,IMMANUEL BROADCASTING NETWORK (IBN),GA,2025-08-26T00:00:00.000Z,False,1.0,False,0.0
,,"['W265AV,Same Channel,41.99', 'W266BW,adjacent,80.25']",,0.25,311.0,NDIR,a7a04a6ba47043e6b5cac1b6063ebeb7,,W265DG,,146,W265DG,MCDONOUGH,D,3.5,USA,2019-03-14T20:11:35.826Z,,26.54,0.25,0.25,0.25,140903,55.31,Country,,,13.0,100.9,,53.0,,,,,,,,,2016-06-03T00:00:00.000Z,33.4301111111,1278,84.1310277778,Atlanta,,,,0.25,Country,,,False,"HENRY COUNTY RADIO CO., INC.",,"5,102,700",,,,13.1876412962,7.0,320,WKKP-1410,33.749,"Atlanta, GA",-84.388,FX,CLASSIC COUNTRY 1410,GA,2016-06-20T00:00:00.000Z,False,1.0,False,0.0
,,[],,0.25,555.0,DRL,25076f91934be53201935572e8c00627,,W266BW,,35,W266BW,WINDER,D,3.5,USA,2024-11-22T14:56:52.138Z,,4.91,0.13432225,0.25,0.25,147273,80.25,Smooth Jazz,,,70.0,101.1,268.0,290.7,,,,,,,,,2024-11-22T00:00:00.000Z,33.8073333333,1295,84.3393055556,Atlanta,,,,0.25,Smooth Jazz,,,False,"DAVIS BROADCASTING OF ATLANTA, L.L.C.",,"5,102,700",,,,71.283095723,7.0,320,WJZA,33.749,"Atlanta, GA",-84.388,FX,SMOOTH JAZZ 101.1/100.1,GA,2025-03-24T00:00:00.000Z,False,1.0,False,0.0
,,[],,0.08,539.0,DRL,3d49bed3bd1a4d21b58cc1b6063ebeb7,,W271CV,,100,W271CV,ATLANTA,D,3.5,USA,2019-03-14T20:12:34.993Z,,1.64,0.00202248,0.08,0.08,153804,71.68,Classic Hits,,,7.0,102.1,,244.0,,,,,,,,,2018-01-11T00:00:00.000Z,33.7448333333,1392,84.3599166667,Atlanta,,,,0.08,Classic Hits,,,False,"Georgia's Greatest Hits, LLC",74AC,"5,102,700",,FOX-FM,100.1 FOX-FM Georgia's Greatest Hits,213.4146341463,7.0,320,WMDG 1260,33.749,"Atlanta, GA",-84.388,FX,FOX FM,GA,2018-03-30T00:00:00.000Z,False,1.0,False,0.0
,,"['W271CV,Same Channel,71.68', 'WGAF-LP,Same Channel,35.8', 'WGMG,Same Channel,33.01', 'WHJU-LP,Same Channel,36.59', 'WDRM,same-channel 5010,36.49', 'WATB-LP,adjacent,63.57', 'WLKQ-FM,IBOC,63.07', 'WLKQ-FM,adjacent,63.07']",,0.25,434.7,DRL,25076ff37ba372ca017bc6d511fe0ea2,,W271DK,,295,W271DK,DALLAS,D,3.5,USA,2021-09-08T15:14:17.699Z,,26.33,0.020449,0.25,0.25,203152,49.08,Gospel Music/Religious Teaching,Religious Teaching,,59.0,102.1,,90.0,,,,,,,,,2021-09-09T00:00:00.000Z,33.9076944444,1394,84.8050555556,Atlanta,,,,0.25,Gospel Music,,,False,"WORD CHRISTIAN BROADCASTING, INC.",,"5,102,700",,,,13.2928218762,7.0,320,WDPC 1500,33.749,"Atlanta, GA",-84.388,FX,THE VOICE OF THE OLD TIME RELIGION,GA,2021-09-17T00:00:00.000Z,False,1.0,False,0.0
,,"['WELR-FM,Same Channel,34.15', 'WLKQ-FM,Same Channel,63.07', 'W271CV,adjacent,71.68', 'WPZE,adjacent,82.13']",,0.25,354.0,NDIR,25076f916e9043ab016ea946ed640423,,W272DM,,167,W272DM,GRIFFIN,D,3.5,USA,2019-11-26T14:53:48.059Z,,36.07,0.25,0.25,0.25,138386,43.43,News/Talk,Talk,,21.0,102.3,,91.0,,,,,,,,,2019-11-29T00:00:00.000Z,33.2401111111,1404,84.2485277778,Atlanta,Braves,,Hawks,0.25,News,Falcons,,False,DONNA I. TAYLOR,,"5,102,700",,,,9.7033545883,7.0,320,WKEU-1450,33.749,"Atlanta, GA",-84.388,FX,"IF IT'S NEWS, IT'S HERE FIRST",GA,2019-12-11T00:00:00.000Z,False,1.0,False,0.0
,,[],,0.115,620.0,NDIR,4bec19ff7bf949878ba9c1b6063ebeb7,,W275BK,,100,W275BK,DECATUR,D,3.5,USA,2019-05-07T20:27:00.127Z,,1.64,0.115,0.115,0.115,143866,89.23,R&B Oldies,,,113.0,102.9,,325.0,,,,,,,,,2019-05-02T00:00:00.000Z,33.7448333333,1449,84.3599166667,Atlanta,,,,0.115,R&B Oldies,,,False,"RADIO ONE LICENSES, LLC",D145,"5,102,700",,,,213.4146341463,7.0,320,WUMJ-HD2,33.749,"Atlanta, GA",-84.388,FX,CLASSIX 102.9,GA,2019-05-08T00:00:00.000Z,False,1.0,False,0.0
,,[],,0.099,373.0,DRL,25076f9177d5b55d0177da3e40950105,,W279CZ,,270,W279CZ,ATLANTA,D,2.5,USA,2021-02-25T12:30:48.794Z,,1.12,0.099,0.099,0.099,85730,91.76,Sports,,,29.0,103.7,,57.0,,,,,,,,,2021-03-12T00:00:00.000Z,33.749,1522,84.4074166667,Atlanta,,,,0.099,Sports,,,False,DICKEY BROADCASTING COMPANY,,"5,102,700",,,,223.2142857143,7.0,320,WIFN 1340,33.749,"Atlanta, GA",-84.388,FX,ESPN ATLANTA 103.7 & 1340,GA,2021-04-07T00:00:00.000Z,False,0.0,False,0.0
,,"['W279CZ,adjacent,91.76', 'WALR-FM,IBOC,86.76', 'WALR-FM,adjacent,86.76']",,0.25,371.0,NDIR,80ce6257b8b94722ac73c1b6063ebeb7,,W280EZ,,59,W280EZ,LAWRENCEVILLE,D,3.5,USA,2019-03-14T20:12:28.147Z,,27.78,0.25,0.25,0.25,152200,45.56,Spanish Religious,,,417.0,103.9,,69.0,,,,,,,,,2016-04-18T00:00:00.000Z,33.9530555556,1536,83.9708333333,Atlanta,,,,0.25,Spanish Religious,,,False,"B&GRS ENTERPRISES, LLC",,"5,102,700",,,,12.5989920806,7.0,320,WISK-990,33.749,"Atlanta, GA",-84.388,FX,ALFA RADIO 103.9,GA,2016-05-02T00:00:00.000Z,False,1.0,False,0.0
,,"['WYYU,same-channel 5010,43.48', 'WKAK,same-channel 5010,38.53', 'WAIA,IBOC,79.69', 'WAIA,adjacent,79.69']",,0.18,387.0,DRL,25076f9178b37d0a0178b82c0faf0191,,W283CT,,273,W283CT,DOUGLASVILLE,D,3.5,USA,2021-04-09T15:46:38.572Z,,20.31,0.0659062818,0.18,0.18,149151,55.06,Religious Teaching,,,362.0,104.5,,58.0,,,,,,,,,2021-04-12T00:00:00.000Z,33.7634444444,1577,84.7410555556,Atlanta,,,,0.18,Religious Teaching,,,False,Condrey Media LLC,,"5,102,700",,,,17.2328902019,7.0,320,WXJO-1120,33.749,"Atlanta, GA",-84.388,FX,,GA,2021-05-18T00:00:00.000Z,False,1.0,False,0.0
,,"['W286DN,Same Channel,37.19', 'WLVG,Same Channel,53.95', 'WWPW,IBOC,80.97', 'WWPW,adjacent,80.97']",,0.1,459.0,DRL,25076f917644a17a017653a5de9f06b4,,W286DU,,346,W286DU,CANTON,D,2.5,USA,2020-12-11T16:12:28.019Z,,28.87,0.030824704,0.1,0.1,203141,50.84,Contemporary Hit Radio,,,44.0,105.1,,148.0,,,,,,,,,2020-12-11T00:00:00.000Z,34.1538888889,1642,84.5122222222,Atlanta,,,,0.1,Contemporary Hit Radio,,,False,"DAVIS BROADCASTING OF ATLANTA, L.L.C.",,"5,102,700",,,,8.6595081399,7.0,320,WCHK-1290,33.749,"Atlanta, GA",-84.388,FX,LA MEGA 1290 AM/96.5 FM,GA,2021-01-15T00:00:00.000Z,False,0.0,False,0.0
,,"['WLXF,Same Channel,29.49', 'WBZY,IBOC,88.11', 'WBZY,adjacent,88.11', 'WWPW,IBOC,80.97', 'WWPW,adjacent,80.97']",,0.25,347.0,DRL,33170a04073b4230a078c1b6063ebeb7,,W288DX,,106,W288DX,COVINGTON,D,3.5,USA,2019-08-01T01:10:43.830Z,,24.53,0.058081,0.25,0.25,202788,48.76,Hip Hop,,,49.0,105.5,,82.0,,,,,,,,,2019-07-30T00:00:00.000Z,33.649,1671,83.9785277778,Atlanta,,,,0.25,Hip Hop,,,False,"LIGHT MEDIA HOLDINGS, INC.",D1BD,"5,102,700",,,,14.2682429678,7.0,320,WYKG-1430,33.749,"Atlanta, GA",-84.388,FX,105.5 FM AND AM 1430 THE KING,GA,2019-08-05T00:00:00.000Z,False,1.0,False,0.0
,,"['W292EW,Same Channel,51.57', 'W292GF,Same Channel,64.25']",,0.25,380.0,NDIR,d0343004441f4ad4a0f2c1b6063ebeb7,,W292EV,,332,W292EV,MARIETTA,D,3.5,USA,2019-03-14T20:11:26.783Z,,13.94,0.25,0.25,0.25,139699,69.8,News/Talk,Talk,,21.0,106.3,,93.0,,,,,,,,,2018-09-04T00:00:00.000Z,33.9273333333,1736,84.5016111111,Atlanta,,,,0.25,News,,,False,DICKEY BROADCASTING COMPANY,D19C,"5,102,700",,,,25.1076040172,7.0,320,WFOM-1230,33.749,"Atlanta, GA",-84.388,FX,XTRA 106.3,GA,2018-10-05T00:00:00.000Z,False,1.0,False,0.0
,,"['W292EV,Same Channel,69.8', 'W292GF,Same Channel,64.25', 'WQBZ,Same Channel,34.82']",,0.19,478.0,NDIR,dde9a6a388c242e9a1c9c1b6063ebeb7,,W292EW,,251,W292EW,CARROLLTON,D,3.5,USA,2019-03-14T20:11:16.941Z,,38.35,0.19,0.19,0.19,138321,51.57,News/Talk,Talk,,21.0,106.3,,68.0,,,,,,,,,2018-03-01T00:00:00.000Z,33.5651111111,1737,85.0171666667,Atlanta,Braves,,,0.19,News,,,False,"WYAI, INC.",,"5,102,700",,,,9.1264667536,7.0,320,WLBB-1330,33.749,"Atlanta, GA",-84.388,FX,NEWSTALK 1330 AM,GA,2018-04-05T00:00:00.000Z,False,1.0,False,0.0
,,"['W292EV,Same Channel,69.8', 'W292EW,Same Channel,51.57', 'WQBZ,same-channel 5010,44.66']",,0.038,396.8,NDIR,25076f918284a8770182a8845f0e0f94,,W292GF,,168,W292GF,MORROW,D,2.5,USA,2022-08-16T17:17:03.581Z,,13.15,0.038,0.038,0.038,153974,64.25,Contemporary Christian,,,12.0,106.3,,117.0,,,,,,,,,2022-08-16T00:00:00.000Z,33.5627222222,1743,84.341,Atlanta,,,,0.038,Contemporary Christian,,,False,"RADIO TRAINING NETWORK, INC.",,"5,102,700",,,,19.0114068441,7.0,320,WVFJ-FM 93.3,33.749,"Atlanta, GA",-84.388,FX,THE JOY FM NETWORK,GA,2022-09-14T00:00:00.000Z,False,0.0,False,0.0
,,[],50.0,0.25,571.0,DRL,4aa02e176744496da5b2c1b6063ebeb7,,W296BB,,55,W296BB,JONESBORO,D,3.5,USA,2019-03-14T20:11:56.045Z,,1.85,0.1130640625,0.25,0.25,144665,87.91,Regional Mexican,,,25.0,107.1,293.4,274.0,,,,,,,,,2014-02-26T00:00:00.000Z,33.7642777778,1792,84.3615833333,Atlanta,,,,0.25,Regional Mexican,,,False,"WOMAN'S WORLD BROADCASTING, INC.",72C8,"5,102,700",,,,189.1891891892,7.0,320,WLKQ 102.3,33.749,"Atlanta, GA",-84.388,FX,,GA,2014-03-20T00:00:00.000Z,False,1.0,False,0.0
,,[],,100.0,615.0,DRL,7a7fa277494940849006c1b6063ebeb7,,WABE,,77,WABE,ATLANTA,C0,10.0,USA,2019-03-14T20:07:49.094Z,,3.15,100.0,100.0,100.0,3538,112.77,News/Talk/Classical,Talk,Classical,93.0,90.1,334.1,313.2,Classical,WABE Classics *NPR*,BBC World Service,WABE News,,,,,2012-05-21T00:00:00.000Z,33.7592777778,1871,84.3346388889,Atlanta,,HD,,100.0,News,,,True,Board of Education of the City of Atlanta,54C6,"5,102,700",,WABE FM,-,317.4603174603,7.0,320,,33.749,"Atlanta, GA",-84.388,FM,WABE FM 90.1,GA,2012-06-11T00:00:00.000Z,False,0.0,False,0.0
,,[],,77.0,772.0,NDIR,ebf5beeb89cf4ceba1eec1b6063ebeb7,,WAKL,,76,WAKL,GAINESVILLE,C,10.0,USA,2019-03-14T20:09:15.869Z,,33.13,77.0,77.0,77.0,48727,84.8,Contemporary Christian,,,12.0,106.7,505.0,537.0,Christian Worship,Air1,2000s Christian Music,K-Love 2000s,,,,,2019-02-14T00:00:00.000Z,33.8673333333,1916,83.8287777778,Atlanta,,HD,,77.0,Contemporary Christian,,,False,EDUCATIONAL MEDIA FOUNDATION,55B7,"5,102,700",,NEWS,,30.1841231512,7.0,320,,33.749,"Atlanta, GA",-84.388,FM,K-LOVE,GA,2019-06-12T00:00:00.000Z,False,0.0,False,0.0
,,[],,100.0,582.0,DRL,98a9650014d84e10ae3fc1b6063ebeb7,,WALR,,252,WALR-FM,PALMETTO,C1,10.0,USA,2019-03-14T20:09:15.869Z,,31.2,100.0,100.0,100.0,48728,86.76,R&B,,,99.0,104.1,283.0,198.0,,,,,,,,,2018-03-06T00:00:00.000Z,33.6076111111,1924,84.9032777778,Atlanta,,HD,,100.0,R&B,,,False,"Cox Radio, LLC",55D7,"5,102,700",,KISS,,32.0512820513,7.0,320,,33.749,"Atlanta, GA",-84.388,FM,KISS 104-1 FM,GA,2018-03-09T00:00:00.000Z,False,0.0,False,0.0
,,[],,33.0,480.0,DRL,44b96bb8d71b4a74ad9ec1b6063ebeb7,,WAMJ,,43,WAMJ,ROSWELL,C2,7.0,USA,2019-03-14T20:08:52.280Z,1.6,15.79,33.0,18.0,33.0,31872,89.04,R&B,,,99.0,107.5,185.0,148.0,Urban Oldies,Classix 102.9,,,,,,,2011-11-23T00:00:00.000Z,33.9170555556,1932,84.2015833333,Atlanta,,HD,,33.0,R&B,,,False,"RADIO ONE LICENSES, LLC",55E9,"5,102,700",,,,44.3318556048,7.0,320,,33.749,"Atlanta, GA",-84.388,FM,MAJIC 107.5,GA,2011-12-16T00:00:00.000Z,True,0.0,False,1.0
,,"['W233BF,Same Channel,90.82', 'WKVG,Same Channel,32.25', 'WJOX-FM,Same Channel,30.85']",,0.022,370.0,NDIR,3cef45f8e197433bb503c1b6063ebeb7,,WAOO-LP,,46,WAOO-LP,SUWANEE,LP100,2.5,USA,2019-03-14T20:13:57.833Z,,25.26,0.022,0.022,0.022,193949,40.9,Religious,,,42.0,94.5,64.0,34.0,,,,,,,,,2015-05-01T00:00:00.000Z,34.0032777778,1943,84.0716944444,Atlanta,,,,0.022,Religious,,,False,"Cherokee Rose Society, Inc.",,"5,102,700",,,,9.8970704671,7.0,320,,33.749,"Atlanta, GA",-84.388,FL,,GA,2015-05-04T00:00:00.000Z,False,0.0,False,0.0
,,"['W271CV,adjacent,71.68']",,0.1,278.700012,NDIR,222f38e435464ccd81acc1b6063ebeb7,,WATB-LP,,257,WATB-LP,ATLANTA,LP100,2.5,USA,2019-03-14T20:14:06.238Z,,8.97,0.1,0.1,0.1,196867,63.57,Ethnic,,,317.0,101.9,8.0,27.0,,,,,,,,,2018-06-01T00:00:00.000Z,33.72075,1968,84.5403888889,Atlanta,,,,0.1,Ethnic,,,False,NEW TIMES CULTURE AND EDUCATION CENTER,,"5,102,700",,,,27.8706800446,7.0,320,,33.749,"Atlanta, GA",-84.388,FL,,GA,2018-06-06T00:00:00.000Z,False,0.0,False,0.0
,,"['WLBF,Same Channel,25.17', 'WRFG,adjacent,107.1']",,0.84,447.0,OTS,5769125e770249828beec1b6063ebeb7,,WBCX,,39,WBCX,GAINESVILLE,A,4.0,USA,2019-03-14T20:08:04.203Z,,50.64,0.84,0.84,0.84,6706,42.22,Adult Alternative,,,38.0,89.1,166.0,107.0,,,,,,,,,1985-12-02T00:00:00.000Z,34.3170277778,2019,83.8290555556,,,,,0.84,Adult Alternative,,,False,BRENAU COLLEGE,,,,,,7.8988941548,,320,,33.749,"Atlanta, GA",-84.388,FM,THE VOICE OF BRENAU 89.1,GA,1986-02-06T00:00:00.000Z,False,0.0,False,0.0
,,"['WJGA-FM,Same Channel,49.22', 'W222AF,adjacent,91.36', 'WCLK,IBOC,85.78', 'WCLK,adjacent,85.78']",,1.65,498.0,NDIR,25076f916f440c70016f47e443950007,,WBTR,,251,WBTR-FM,CARROLLTON,A,4.0,USA,2019-12-27T10:05:39.417Z,,38.35,1.65,1.65,1.65,9118,63.97,Country,,,13.0,92.1,194.0,88.0,,,,,,,,,2020-03-18T00:00:00.000Z,33.5651111111,2078,85.0171666667,Atlanta,Braves,,,1.65,Country,,,False,"WYAI, INC.",594B,"5,102,700",,,,10.4302477184,7.0,320,,33.749,"Atlanta, GA",-84.388,FM,B 92 COUNTRY,GA,2020-03-25T00:00:00.000Z,False,0.0,False,0.0
,,"['W244EI,Same Channel,59.96']",,2.1,447.0,NDIR,ddb1ac07c3e9435da428c1b6063ebeb7,,WBZW,,210,WBZW,UNION CITY,A,4.0,USA,2019-03-14T20:09:43.718Z,0.086,20.69,2.1,2.1,2.1,61142,68.35,Regional Mexican,,,25.0,96.7,173.0,149.0,Spanish CHR,Z105.7 //WBZY-FM,,,,,,,2017-01-06T00:00:00.000Z,33.4900277778,2096,84.5685,Atlanta,,HD,,2.1,Regional Mexican,,,False,iHeartMedia,19EC,"5,102,700",,,,19.3330111165,7.0,320,,33.749,"Atlanta, GA",-84.388,FM,96.7 EL PATRON,GA,2017-01-13T00:00:00.000Z,True,0.0,False,0.0
,,[],,20.0,546.0,NDIR,8ec980a096e34e73b318c1b6063ebeb7,,WBZY,,350,WBZY,CANTON,C2,7.0,USA,2019-03-14T20:08:18.362Z,,22.24,20.0,20.0,20.0,10698,88.11,Contemporary Hit Radio,,,44.0,105.7,238.0,44.0,Regional Mexican,96.7 El Patron,LGBTQ Top 40/Dance,Pride Radio,,,,,2004-07-08T00:00:00.000Z,34.0661944444,2097,84.4540833333,Atlanta,,HD,,20.0,Contemporary Hit Radio,,,False,iHeartMedia,19EE,"5,102,700",,,,31.4748201439,7.0,320,,33.749,"Atlanta, GA",-84.388,FM,Z 105.7 & 96.7,GA,2004-10-14T00:00:00.000Z,False,0.0,False,0.0
,,"['WMVW,Same Channel,53.84', 'WCLK,IBOC,85.78', 'WCLK,adjacent,85.78', 'WWEV-FM,adjacent,60.86']",0.0,7.3,518.0,DRL,c5c90b10b6b84ff4b127c1b6063ebeb7,,WCCV,,308,WCCV,CARTERSVILLE,C2,7.0,USA,2019-03-14T20:08:47.903Z,,46.77,0.7289488,7.3,7.3,28333,49.22,Contemporary Christian,,,12.0,91.7,285.0,191.0,,,,,,,,,2001-03-27T00:00:00.000Z,34.1595277778,2106,85.0368888889,,,,,7.3,Contemporary Christian,,,False,"IMMANUEL BROADCASTING NETWORK, INC.",5A39,,,,-,14.9668590977,,320,,33.749,"Atlanta, GA",-84.388,FM,THE MESSAGE,GA,2002-01-15T00:00:00.000Z,False,0.0,False,0.0
,,"['WPMA,Same Channel,34.46', 'W275BK,adjacent,89.23', 'WPZE,adjacent,82.13']",,1.0,538.0,NDIR,ca7c9820f09a40f49136c1b6063ebeb7,,WCKS,,263,WCKS,FRUITHURST,A,4.0,USA,2019-03-14T20:09:46.782Z,,52.56,1.0,1.0,1.0,63409,42.21,Contemporary Hit Radio,,,44.0,102.7,200.0,88.0,,,,,,,,,2017-05-16T00:00:00.000Z,33.6509444444,2132,85.2946666667,Atlanta,,,,1.0,Contemporary Hit Radio,,,False,"WCKS, LLC",,"5,102,700",,,,7.6103500761,7.0,320,,33.749,"Atlanta, GA",-84.388,FM,KISS 102.7,AL,2017-06-01T00:00:00.000Z,False,0.0,False,0.0
,,[],,0.48,588.0,NDIR,dd6c4ca6e0a449db8d1ac1b6063ebeb7,,WCLK,,35,WCLK,ATLANTA,A,4.0,USA,2019-03-14T20:08:19.977Z,,4.9,0.48,0.48,0.48,11675,85.78,Jazz,,,17.0,91.9,302.0,324.0,,,,,,,,,2013-04-03T00:00:00.000Z,33.8073333333,2135,84.3393611111,Atlanta,,HD,,0.48,Jazz,,,True,CLARK ATLANTA UNIVERSITY,A518,"5,102,700",,,,81.6326530612,7.0,320,,33.749,"Atlanta, GA",-84.388,FM,JAZZ 91.9 FM WCLK,GA,2013-05-21T00:00:00.000Z,False,0.0,False,0.0
,,"['W257DF,Same Channel,43.02', 'WKCN,same-channel 5010,38.22']",,100.0,660.0,NDIR,25076f91989faecb0198af7af7f60629,,WCON,,37,WCON-FM,CORNELIA,C1,10.0,USA,2025-08-15T16:45:27.493Z,7.5,67.13,100.0,100.0,100.0,25814,54.1,Country,,,13.0,99.3,244.0,235.0,Classic Hits,107.7 The Breeze,Christian Contemporary,The Joy FM,,,,,2025-08-27T00:00:00.000Z,34.52375,2146,83.6795555556,,Braves,HD,,100.0,Country,,,False,HABERSHAM BROADCASTING COMPANY,5B69,,,Youre at home in the country on WCON,Youre at home in the country on WCON,14.8964695367,,320,,33.749,"Atlanta, GA",-84.388,FM,MY COUNTRY 99.3,GA,2025-09-05T00:00:00.000Z,True,0.0,False,0.0
,,"['W256DJ,Same Channel,47.78', 'WDJY-LP,Same Channel,34.43', 'WGRU-LP,Same Channel,58.43', 'WIEH-LP,Same Channel,50.79', 'WAHR,Same Channel,26.85', 'W255CJ,adjacent,76.26', 'WCON-FM,IBOC,54.1', 'WNGH-FM,IBOC,41.93']",,100.0,290.0,NDIR,93177b133ecd47428db0c1b6063ebeb7,,WDEN,,145,WDEN-FM,MACON,C1,10.0,USA,2019-03-14T20:09:13.844Z,,83.21,100.0,100.0,100.0,46996,40.07,Country,,,13.0,99.1,177.0,139.0,,,,,,,,,2001-05-30T00:00:00.000Z,32.7643055556,2191,83.5588055556,Macon,,,,100.0,Country,,,False,Cumulus Media,,"385,400",,,,12.0177863238,130.0,320,,33.749,"Atlanta, GA",-84.388,FM,NUMBER 1 COUNTRY 99,GA,2001-08-24T00:00:00.000Z,False,0.0,False,0.0
