HD_LastUpdate,HD_Notes,Interference,aant_rotation_deg,actual_erp,amsl,antenna_type,app_id,banner,base_callsign,bc_mode,bearing,callsign,city,class,class_flag,country,create_ts,digital_erp,distance,erp,erphpk,erpvpk,facility_id,field_strength,format,format2,format3,format_id,frequency,haat,hagl,hd2_format,hd2_slogan,hd3_format,hd3_slogan,hd4_format,hd4_slogan,index,language_id,last_update_ts,lat,level_0,lon,market,mlb,mode,nba,new_erp,new_format,nfl,nhl,npr,owner,pi_code,population,prl,ps_info,radiotext,range_flag,rank,receiver_hagl,relay,search_lat,search_location,search_lon,service_code,slogan,sp,status_date,strong_iboc,supertranslator,timeShare,uneven_polarization
,,[],,0.02,216.0,NDIR,a0d72bb7147c4e23b856c1b6063ebeb7,,WFMP-LP,,177,WFMP-LP,LOUISVILLE,LP100,2.5,USA,2019-03-14T20:13:54.436Z,,0.47,0.02,0.02,0.02,192511,91.81,Variety,,,35.0,106.5,66.0,77.0,,,,,,,,,2017-04-04T00:00:00.000Z,38.2458888889,3108,85.758,Louisville,,,,0.02,Variety,,,False,WFMP Low Power Radio Inc.,,"1,063,200",,,,531.914893617,56.0,141,,38.2527,"Louisville, KY",-85.7585,FL,FORWARD RADIO,KY,2017-04-12T00:00:00.000Z,False,0.0,False,0.0
,,[],,6.8,426.0,NDIR,33ddeabe7f2b4ddbab22c1b6063ebeb7,,WFPK,,330,WFPK,LOUISVILLE,B,7.0,USA,2019-03-14T20:09:03.735Z,,8.95,6.8,6.8,6.8,38621,92.09,Adult Alternative,,,38.0,91.9,236.0,132.0,,,,,,,,,1998-10-05T00:00:00.000Z,38.3653333333,3119,85.8399722222,Louisville,,HD,,6.8,Adult Alternative,,,True,"KENTUCKY PUBLIC RADIO, INC.",636C,"1,063,200",,WFPK title & Artist,WFPK title & Artist,78.2122905028,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,INDEPENDANT LOUISVILLE,KY,1999-01-13T06:00:00.000Z,False,0.0,False,0.0
,HD reported off as of 14 February 2025,[],,21.0,426.0,NDIR,121d0efad98f4790931cc1b6063ebeb7,,WFPL,,330,WFPL,LOUISVILLE,B,7.0,USA,2019-03-14T20:07:53.736Z,,8.95,21.0,21.0,21.0,4258,96.98,News/Talk,Talk,,21.0,89.3,236.0,132.0,,,,,,,,,1998-10-05T00:00:00.000Z,38.3653333333,3120,85.8399722222,Louisville,,HD,,21.0,News,,,True,"KENTUCKY PUBLIC RADIO, INC.",636D,"1,063,200",,WFPL- NPT {program},WFPL- NPT {program},78.2122905028,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,WFPL NEWS LOUISVILLE,KY,1999-01-13T06:00:00.000Z,False,0.0,False,0.0
,NO HD ON THIS STATION,[],,1.9,342.0,DRL,a03cafdd68c045e69f93c1b6063ebeb7,,WGHL,,187,WGHL,SHEPHERDSVILLE,A,4.0,USA,2019-03-14T20:09:20.242Z,,11.88,1.2713356,1.9,1.9,51074,77.77,Rock,,,62.0,105.1,180.0,84.0,,,,,,,,,2008-03-26T00:00:00.000Z,38.082,3178,85.7849722222,Louisville,,,,1.9,Rock,,,False,ALPHA MEDIA LICENSEE LLC,6541,"1,063,200",,ALT105,ALT105 LOUISVILLE'S ALTERNATIVE,33.67003367,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,ALT 105.1,KY,2008-03-28T00:00:00.000Z,False,0.0,False,0.0
,NO HD ON THIS STATION,[],,1.5,387.0,NDIR,25076ff374fff4d0017509e8b87e064a,,WGZB,,237,WGZB-FM,LANESVILLE,A,4.0,USA,2020-10-08T16:30:47.756Z,,10.05,1.5,1.5,1.5,53202,80.47,Hip Hop,,,49.0,96.5,203.0,91.0,,,,,,,,,2020-10-29T00:00:00.000Z,38.1736111111,3244,85.9138888889,Louisville,,,,1.5,Hip Hop,,,False,Alpha Media Licensee LLC,670B,"1,063,200",,B96.5 Title & Artist,B96.5 Title & Artist,39.8009950249,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,B 96.5,IN,2020-11-03T00:00:00.000Z,False,0.0,False,0.0
,,"['WYXB,same-channel 5010,38.35', 'WAYK,adjacent,75.3']",,3.0,352.0,NDIR,3c8ce6f365f044ff81b5c1b6063ebeb7,,WHBE,,77,WHBE-FM,EMINENCE,A,4.0,USA,2019-03-14T20:09:10.443Z,,31.81,3.0,3.0,3.0,42126,47.83,Sports,,,29.0,105.7,100.0,94.0,,,,,,,,,1988-08-03T00:00:00.000Z,38.3525555556,3250,85.1857777778,,Reds,,,3.0,Sports,Colts,,False,"UB LOUISVILLE, LLC",,,,,,12.574662056,,141,,38.2527,"Louisville, KY",-85.7585,FM,"ESPN RADIO 680 LOUISVILLE, 105.7 FRANKFORT",KY,1989-01-23T00:00:00.000Z,False,0.0,False,0.0
,,"['W216BW,Same Channel,66.57']",,2.4,326.0,DRL,254f566c325749d78a41c1b6063ebeb7,,WHMO,,42,WHMO,MADISON,A,4.0,USA,2019-03-14T20:13:16.223Z,,38.52,2.4,2.4,2.4,172366,43.76,Southern Gospel,,,100.0,91.1,119.0,46.0,,,,,,,,,2012-07-30T00:00:00.000Z,38.6661666667,3296,85.2807777778,,,,,2.4,Southern Gospel,,,False,"GOOD SHEPHERD RADIO, INC.",,,,,,10.3842159917,,141,,38.2527,"Louisville, KY",-85.7585,FM,YOUR GOSPEL STATION,IN,2013-05-06T00:00:00.000Z,False,0.0,False,0.0
,,"['WUME-FM,Same Channel,30.93', 'W236AN,adjacent,77.78']",,1.8,337.0,NDIR,c19c76157a57474f9732c1b6063ebeb7,,WIKI,,42,WIKI,CARROLLTON,A,4.0,USA,2019-03-14T20:10:05.981Z,,38.52,1.8,1.8,1.8,72388,44.0,Country,,,13.0,95.3,129.0,57.0,,,,,,,,,1993-02-12T00:00:00.000Z,38.6661666667,3379,85.2807777778,,,,,1.8,Country,,,False,"WAGON WHEEL BROADCASTING, LLC",,,,,,10.3842159917,,141,,38.2527,"Louisville, KY",-85.7585,FM,WICKIE COUNTRY,KY,1993-05-12T00:00:00.000Z,False,0.0,False,0.0
,,[],,0.076,191.0,NDIR,f01a16e6d8a748b8bc4dc1b6063ebeb7,,WJHI-LP,,29,WJHI-LP,JEFFERSONVILLE,LP100,2.5,USA,2019-03-14T20:14:04.005Z,,5.13,0.076,0.076,0.076,196195,69.36,Variety,,,35.0,98.5,35.0,39.0,,,,,,,,,2016-02-08T00:00:00.000Z,38.3175555556,3476,85.7124722222,Louisville,,,,0.076,Variety,,,False,GREATER CLARK COUNTY SCHOOLS,,"1,063,200",,,,48.7329434698,56.0,141,,38.2527,"Louisville, KY",-85.7585,FL,,IN,2016-02-12T00:00:00.000Z,False,0.0,False,0.0
,,[],0.0,24.5,362.0,DRL,972df7b7e65c4498a4ecc1b6063ebeb7,,WJIE,,179,WJIE-FM,OKOLONA,C2,7.0,USA,2019-03-14T20:08:33.325Z,,15.17,0.792666405,24.5,18.5,19880,69.05,Contemporary Christian,,,12.0,88.5,190.0,111.0,,,,,,,,,1987-12-08T00:00:00.000Z,38.0331111111,3483,85.7543888889,Louisville,,,,24.5,Contemporary Christian,,,False,"EVANGEL SCHOOLS, INC.",6D40,"1,063,200",,,,46.1437046803,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,88.5 WJIE,KY,1988-02-18T00:00:00.000Z,False,0.0,False,1.0
,,[],,30.0,293.0,DRL,eea987c2498646afa223c1b6063ebeb7,,WJLR,,357,WJLR,SEYMOUR,B,7.0,USA,2019-03-14T20:08:41.422Z,,39.4,30.0,30.0,30.0,24623,53.72,Contemporary Christian,,,12.0,91.5,116.0,119.0,,,,,,,,,2007-02-26T00:00:00.000Z,38.8222777778,3501,85.7938611111,,,,,30.0,Contemporary Christian,,,False,EDUCATIONAL MEDIA FOUNDATION,6D9B,,,K-LOVE,,17.7664974619,,141,,38.2527,"Louisville, KY",-85.7585,FM,K-LOVE,IN,2007-03-05T00:00:00.000Z,False,0.0,False,0.0
,,"['WKMO-FM,Same Channel,38.96', 'WMJM,adjacent,79.13']",,50.0,354.0,OTS,a1195d0fc7234ec1b920c1b6063ebeb7,,WKKG,,351,WKKG,COLUMBUS,B,7.0,USA,2019-03-14T20:10:05.981Z,,65.35,50.0,50.0,50.0,72259,42.67,Country,,,13.0,101.5,150.0,150.0,,,,,,,,,1989-06-19T00:00:00.000Z,39.1866944444,3619,85.9499722222,,,,,50.0,Country,,,False,WHITE RIVER BROADCASTING CO. INC.,A71A,,,WKKG presents Title & Artist,WKKG presents Title & Artist,10.7115531752,,141,,38.2527,"Louisville, KY",-85.7585,FM,WKKG 101.5 INDIANA COUNTRY,IN,1990-05-04T00:00:00.000Z,False,0.0,False,0.0
,,"['WGKS,Same Channel,33.19', 'WXOX-LP,adjacent,85.85']",,3.5,352.0,NDIR,7a7e393e59bc40568b7fc1b6063ebeb7,,WKLO,,293,WKLO,HARDINSBURG,A,4.0,USA,2019-03-14T20:10:33.596Z,,38.47,3.5,3.5,3.5,88536,41.89,Country,,,13.0,96.9,132.0,93.0,,,,,,,,,2002-06-05T00:00:00.000Z,38.4725555556,3634,86.4108055556,,,,,3.5,Country,,,False,"Diamond Shores Broadcasting, LLC",,,,,,10.3977125032,,141,,38.2527,"Louisville, KY",-85.7585,FM,REAL COUNTRY WKLO 96.9,IN,2002-09-05T00:00:00.000Z,False,0.0,False,0.0
,,"['WGUC,same-channel 5010,38.63', 'W216BW,adjacent,66.57']",,5.2,416.0,NDIR,542452ed4bf54928ad46c1b6063ebeb7,,WKUE,,192,WKUE,ELIZABETHTOWN,C3,6.0,USA,2019-03-14T20:10:03.869Z,,35.79,5.2,5.2,5.2,71860,50.57,News/Talk/Classical,Talk,Classical,93.0,90.9,190.0,140.0,,,,,,,,,2017-10-04T00:00:00.000Z,37.7450555556,3698,85.8894166667,,,,,5.2,News,,,True,WESTERN KENTUCKY UNIVERSITY,,,,,,16.7644593462,,141,,38.2527,"Louisville, KY",-85.7585,FM,WESTERN'S PUBLIC RADIO,KY,2017-11-13T00:00:00.000Z,False,0.0,False,0.0
,,[],,2.65,299.0,NDIR,56dc995120c44336b16bc1b6063ebeb7,,WLCL,,6,WLCL,SELLERSBURG,A,4.0,USA,2019-03-14T20:09:37.290Z,,0.24,2.65,2.65,2.65,58380,119.03,Sports,,,29.0,93.9,152.0,157.9,,,,,,,,,2007-12-18T00:00:00.000Z,38.2561111111,3758,85.7580555556,Louisville,,,,2.65,Sports,Ravens,,False,"UB LOUISVILLE, LLC",71F3,"1,063,200",,WLCL,,1666.6666666667,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,93.9 THE VILLE,IN,2008-01-25T00:00:00.000Z,False,0.0,False,0.0
,,"['W265DK,Same Channel,35.1', 'WXND-LP,Same Channel,58.54']",,3.9,345.0,NDIR,b240c0bb43bf47848ff9c1b6063ebeb7,,WLSK,,148,WLSK,LEBANON,A,4.0,USA,2019-03-14T20:09:01.283Z,,45.36,3.9,3.9,3.9,36886,42.19,Country,,,13.0,100.9,126.0,87.0,,,,,,,,,2012-10-24T00:00:00.000Z,37.6953333333,3870,85.3183055556,,,,,3.9,Country,,,False,"Simply Cool Radio, LLC",,,,,,8.8183421517,,141,,38.2527,"Louisville, KY",-85.7585,FM,COUNTRY 100.9 WLSK,KY,2012-11-21T00:00:00.000Z,False,0.0,False,0.0
,,"['WLXO,Same Channel,27.28']",,3.2,357.0,NDIR,d43d88270d3e4da0b5a9c1b6063ebeb7,,WLVK,,194,WLVK,FORT KNOX,A,4.0,USA,2019-03-14T20:09:59.372Z,,33.52,3.2,3.2,3.2,70496,42.63,Religious Teaching,,,362.0,105.5,139.0,101.0,,,,,,,,,2001-06-20T00:00:00.000Z,37.7825555556,3892,85.9105277778,,,,,3.2,Religious Teaching,,,False,"W & B BROADCASTING CO., INC.",73EO,,,,,11.9331742243,,141,,38.2527,"Louisville, KY",-85.7585,FM,THE SPIRIT,KY,2001-09-13T00:00:00.000Z,False,0.0,False,0.0
,,[],,2.0,224.0,NDIR,d01decabc8a24acfb553c1b6063ebeb7,,WMJM,,105,WMJM,JEFFERSONTOWN,A,4.0,USA,2019-03-14T20:08:16.926Z,,6.68,2.0,2.0,2.0,10322,79.13,Classic Hip-Hop,,,375.0,101.3,59.0,64.0,,,,,,,,,1996-05-20T00:00:00.000Z,38.2283888889,3969,85.6393888889,Louisville,,,,2.0,Classic Hip-Hop,,,False,Alpha Media Licensee LLC,754E,"1,063,200",,MAGIC 103 Title & Artist,MAGIC 103 Title & Artist,59.880239521,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,MAGIC 101.3,KY,1996-09-18T02:00:00.000Z,False,0.0,False,0.0
,,"['W228EO,Same Channel,76.54']",,3.4,276.0,NDIR,4faaf8c1ae27485baa60c1b6063ebeb7,,WMMG,,232,WMMG-FM,BRANDENBURG,A,4.0,USA,2019-03-14T20:09:07.860Z,,29.59,3.4,3.4,3.4,40928,43.74,Adult Hits,,,3.0,93.5,85.2,87.0,,,,,,,,,2018-11-29T00:00:00.000Z,37.9859166667,3986,86.1844166667,,,,,3.4,Adult Hits,,,False,"MEADE COUNTY COMMUNICATIONS, INC.",,,,,,13.5180804326,,141,,38.2527,"Louisville, KY",-85.7585,FM,YOUR HOMETOWN RADIO STATION 93.5,KY,2018-12-17T00:00:00.000Z,False,0.0,False,0.0
,,"['WGHL,adjacent,77.77']",,2.2,346.0,NDIR,bb4653cb0dae43f5b0ddc1b6063ebeb7,,WMPI,,7,WMPI,SCOTTSBURG,A,4.0,USA,2019-03-14T20:08:25.109Z,,31.99,2.2,2.2,2.2,14957,58.42,Country,,,13.0,105.3,156.0,148.0,,,,,,,,,1994-04-11T00:00:00.000Z,38.7122777778,4001,85.6866111111,Louisville,,,,2.2,Country,,,False,"D.R. RICE BROADCASTING, INC.",75E6,"1,063,200",,My Kind of Country,I 105.3 My Kind of Country,12.5039074711,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,I 105.3,IN,1994-09-15T00:00:00.000Z,False,0.0,False,0.0
,,"['WLGK,adjacent,87.07']",,85.0,485.0,NDIR,5c66b20b672549aa8d68c1b6063ebeb7,,WMXL,,97,WMXL,LEXINGTON,C1,10.0,USA,2019-03-14T20:09:55.987Z,3.38,71.97,85.0,85.0,85.0,68208,40.35,Hot AC,,,39.0,94.5,194.0,195.0,News/Talk,Newsradio 630 WLAP //WLAP,,,,,,,2006-11-13T00:00:00.000Z,38.1234166667,4044,84.4435555556,Lexington-Fayette,,HD,,85.0,Hot AC,,,False,iHeartMedia,16B9,"537,400",,Artist/Song - Mix 94.5,Artist/Song - Mix 94.5 ,13.8946783382,105.0,141,,38.2527,"Louisville, KY",-85.7585,FM,MIX 94.5,KY,2006-11-20T00:00:00.000Z,True,0.0,False,0.0
,,[],,2.85,178.0,OTS,baeaea14cba14cc3a9e7c1b6063ebeb7,,WNAS,,318,WNAS,NEW ALBANY,A,4.0,USA,2019-03-14T20:09:14.849Z,,4.33,2.85,2.85,2.85,48372,85.33,Variety,,,35.0,88.1,1.0,33.0,,,,,,,,,1982-12-17T00:00:00.000Z,38.2989444444,4063,85.8124444444,Louisville,,,,2.85,Variety,,,False,NEW ALBANY-FLOYD CTY.CON.SCH.CORP.,,"1,063,200",,,,92.3787528868,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,VOICE OF THE BULLDOGS,IN,1983-11-22T00:00:00.000Z,False,0.0,False,0.0
,,[],0.0,43.0,353.0,DRL,a3c89a3f61134658ab13c1b6063ebeb7,,WNRW,,108,WNRW,PROSPECT,C2,7.0,USA,2019-03-14T20:09:42.497Z,,13.63,43.0,43.0,43.0,60706,89.93,Contemporary Hit Radio,,,44.0,98.9,157.0,137.0,,,,,,,,,2010-05-07T00:00:00.000Z,38.192,4137,85.5196666667,Louisville,,HD,,43.0,Contemporary Hit Radio,,,False,iHeartMedia,18CC,"1,063,200",,,,51.3573000734,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,98.9 KISS FM,KY,2010-10-05T00:00:00.000Z,False,0.0,False,0.0
,,"['W274AD,Same Channel,38.61', 'W274AM,Same Channel,61.06', 'WEBN,Same Channel,30.71']",,4.0,327.0,NDIR,8a46967319b24eada307c1b6063ebeb7,,WOKH,,148,WOKH,SPRINGFIELD,A,4.0,USA,2019-03-14T20:10:01.363Z,,45.36,4.0,4.0,4.0,71010,41.91,Adult Contemporary,,,40.0,102.7,108.0,69.0,,,,,,,,,2003-05-01T00:00:00.000Z,37.6953333333,4189,85.3183055556,,,,,4.0,Adult Contemporary,,,False,"BARDSTOWN RADIO TEAM, LLC",,,,,,8.8183421517,,141,,38.2527,"Louisville, KY",-85.7585,FM,THE ROCKET 102.7 FM,KY,2003-07-29T00:00:00.000Z,False,0.0,False,0.0
,SUSPECTED - This station may or may not transmit in HD.,"['WGZB-FM,adjacent,80.47']",,1.05,387.0,NDIR,ba4e93832d0f435a94f0c1b6063ebeb7,,WORX,,32,WORX-FM,MADISON,A,4.0,USA,2019-03-14T20:08:28.779Z,,40.05,1.05,1.05,1.05,17622,44.78,Hot AC,,,39.0,96.7,168.0,118.0,,,,,,,,,1999-03-12T00:00:00.000Z,38.7422777778,4220,85.3618888889,,,,Pacers,1.05,Hot AC,Colts,,False,"DUBOIS COUNTY BROADCASTING, INC.",,,,,,9.9875156055,,141,,38.2527,"Louisville, KY",-85.7585,FM,WORX 96.7 FM,IN,2001-07-25T00:00:00.000Z,False,0.0,False,0.0
,,"['WLEZ,Same Channel,39.94']",,0.025,228.0,NDIR,1bf97230b53747b292fec1b6063ebeb7,,WPMQ-LP,,22,WPMQ-LP,CHARLESTOWN,LP100,2.5,USA,2019-03-14T20:14:05.090Z,,13.8,0.025,0.025,0.025,196721,47.45,Variety,,,35.0,99.3,60.0,47.0,,,,,,,,,2016-06-06T00:00:00.000Z,38.4375555556,4303,85.6621666667,Louisville,,,,0.025,Variety,,,False,"CITY OF CHARLESTOWN, IN",,"1,063,200",,,,18.115942029,56.0,141,,38.2527,"Louisville, KY",-85.7585,FL,,IN,2016-06-20T00:00:00.000Z,False,0.0,False,0.0
,,[],,28.5,387.0,NDIR,8682ee68ef794128b9bdc1b6063ebeb7,,WQMF,,230,WQMF,JEFFERSONVILLE,B,7.0,USA,2019-03-14T20:09:20.242Z,1.13,12.44,28.5,28.5,28.5,50763,93.44,Rock,,,62.0,95.7,196.0,128.0,Active Rock,The Fox,,,,,,,1999-02-11T00:00:00.000Z,38.1378611111,4383,85.9349722222,Louisville,,HD,,28.5,Rock,,,False,iHeartMedia,1825,"1,063,200",,95.7 WQMF Title & Artist,95.7 WQMF Title & Artist,56.270096463,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,LOUISVILLE'S ROCK STATION,IN,2000-07-07T00:00:00.000Z,True,0.0,False,0.0
,,[],,23.0,359.0,NDIR,6631721215bb48afae1bc1b6063ebeb7,,WQNU,,66,WQNU,LYNDON,C2,7.0,USA,2019-03-14T20:08:34.350Z,,12.35,23.0,23.0,23.0,20332,92.25,Country,,,13.0,103.1,169.0,147.0,,,,,,,,,2008-07-14T00:00:00.000Z,38.3245,4389,85.5499722222,Louisville,,HD,,23.0,Country,,,False,"SM-WQNU, LLC",A84E,"1,063,200",,Q1031,Now Playing Title & Artist on Q1031,56.6801619433,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,Q103.1,KY,2008-09-05T00:00:00.000Z,False,0.0,False,0.0
,,"['WBUL-FM,IBOC,40.21', 'WJHI-LP,adjacent,69.36']",,8.5,389.0,NDIR,3c338cce062e4b78bf07c1b6063ebeb7,,WQXE,,202,WQXE,ELIZABETHTOWN,C3,6.0,USA,2019-03-14T20:08:43.624Z,,39.68,8.5,8.5,8.5,26017,44.28,Hot AC,,,39.0,98.3,162.0,139.0,,,,,,,,,2001-08-02T00:00:00.000Z,37.7217222222,4423,86.0360833333,,,,,8.5,Hot AC,,,False,"SKYTOWER COMMUNICATIONS-E'TOWN, INC.",8142,,,Quicksie,"Your vote, Your Voice, Quicksie",15.1209677419,,141,,38.2527,"Louisville, KY",-85.7585,FM,QUICKSIE 98.3,KY,2001-11-02T00:00:00.000Z,False,0.0,False,0.0
,,[],,1.35,304.0,NDIR,0717632b694240fa888ec1b6063ebeb7,,WRKA,,6,WRKA,LOUISVILLE,A,4.0,USA,2019-03-14T20:09:14.849Z,,0.24,1.35,1.35,1.35,48290,116.1,Country,,,13.0,103.9,149.0,163.0,,,,,,,,,2001-12-27T00:00:00.000Z,38.2561944444,4485,85.7580277778,Louisville,,,,1.35,Country,,,False,"SM-WRKA, LLC",8290,"1,063,200",,WRKA,-,1666.6666666667,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,KENTUCKY STRAIGHT 103.9,KY,2002-03-27T00:00:00.000Z,False,0.0,False,0.0
,,"['W297BV,Same Channel,78.91', 'WRZQ-FM,Same Channel,37.64']",,3.8,348.0,DRL,0503001fdc3a48e0932bc1b6063ebeb7,,WRZI,,179,WRZI,HODGENVILLE,A,4.0,USA,2019-03-14T20:08:32.256Z,,40.09,3.8,3.8,3.8,19354,40.07,Variety Hits,,,36.0,107.3,128.0,77.0,,,,,,,,,2008-03-31T00:00:00.000Z,37.6725555556,4569,85.74275,,,,,3.8,Variety Hits,,,False,"ELIZABETHTOWN CBC, INC.",841E,,,,,9.9775505113,,141,,38.2527,"Louisville, KY",-85.7585,FM,107.3 JACK FM,KY,2008-10-16T00:00:00.000Z,False,0.0,False,0.0
,,[],,37.0,367.0,NDIR,2c1f1246c8f7423c83e7c1b6063ebeb7,,WSDF,,108,WSDF,LOUISVILLE,C2,7.0,USA,2019-03-14T20:09:29.081Z,,13.48,37.0,37.0,37.0,53593,90.27,Adult Hits,,,3.0,100.5,169.0,139.0,Christian Contemporary,K-Love,Christian Worship,Air1,,,,,2009-08-18T00:00:00.000Z,38.1919444444,4590,85.5225277778,Louisville,,HD,,37.0,Adult Hits,,,False,iHeartMedia,1483,"1,063,200",,Title & Artist,100.5 FM Title & Artist,51.9287833828,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,100.5 FM YOUR LIFE ON SHUFFLE,KY,2009-08-31T00:00:00.000Z,False,0.0,False,0.0
,,[],,7.4,366.0,NDIR,25076f917644a17a0176631245e509a2,,WSFR,,237,WSFR,CORYDON,B1,6.0,USA,2020-12-14T16:05:10.531Z,,10.05,7.4,7.4,7.4,55499,87.55,Classic Hits,,,7.0,107.7,182.0,70.0,,,,,,,,,2020-12-16T00:00:00.000Z,38.1736111111,4600,85.9138888889,Louisville,,,,7.4,Classic Hits,,,False,"SM-WSFR, LLC",84C3,"1,063,200",,1077 THE EAGLE Title & Artist,Now Playing Title & Artist on 1077 The Eagle,59.7014925373,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,CLASSIC ROCK 107.7,IN,2020-12-22T00:00:00.000Z,False,0.0,False,0.0
,,"['W250BD,Same Channel,67.44', 'WGNR-FM,Same Channel,25.94', 'WBUL-FM,IBOC,40.21']",,3.0,330.0,NDIR,21b3f9b73bbf4019bc80c1b6063ebeb7,,WSLM,,320,WSLM-FM,SALEM,A,4.0,USA,2019-03-14T20:09:32.605Z,,34.81,3.0,3.0,3.0,55319,41.23,News/Talk,Talk,,21.0,97.9,100.0,64.0,,,,,,,,,1992-05-28T00:00:00.000Z,38.6353333333,4640,86.1769166667,,White Sox,,Pacers,3.0,News,Colts,,False,REBECCA L. WHITE,,,,,,11.4909508762,,141,,38.2527,"Louisville, KY",-85.7585,FM,,IN,1992-10-08T00:00:00.000Z,False,0.0,False,0.0
,,[],,4.1,310.0,NDIR,f981716b1d454dc1a47fc1b6063ebeb7,,WTFX,,285,WTFX-FM,CLARKSVILLE,A,4.0,USA,2019-03-14T20:09:02.598Z,,8.22,4.1,4.1,4.1,37753,87.45,Hip Hop,,,49.0,93.1,114.0,34.0,Oldies,iHeart 70s,,,,,,,2008-05-22T00:00:00.000Z,38.2839444444,4718,85.9046666667,Louisville,,HD,,4.1,Hip Hop,,,False,iHeartMedia,176D,"1,063,200",,Real 93.1 The Beat of Louisville,Real 93.1 The Beat of Louisville,48.6618004866,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,REAL 93.1,IN,2009-02-13T00:00:00.000Z,False,0.0,False,0.0
,,[],,40.0,366.0,NDIR,0b84adb695fb4de8906cc1b6063ebeb7,,WULF,,227,WULF,HARDINSBURG,C2,7.0,USA,2019-03-14T20:08:43.624Z,,38.21,40.0,40.0,40.0,25799,51.57,Country,,,13.0,94.3,160.0,142.0,,,,,,,,,1995-06-30T00:00:00.000Z,37.8717222222,4828,86.26775,,,,,40.0,Country,,,False,"SKYTOWER COMMUNICATIONS - 94.3, LLC",8A9B,,,,-,18.3198115677,,141,,38.2527,"Louisville, KY",-85.7585,FM,THE WOLF,KY,1995-09-26T00:00:00.000Z,False,0.0,False,0.0
,HD reported off as of 14 February 2025,[],,21.0,426.0,NDIR,5c0c6a0a9a1144d3963dc1b6063ebeb7,,WUOL,,330,WUOL-FM,LOUISVILLE,B,7.0,USA,2019-03-14T20:09:57.023Z,,8.95,21.0,21.0,21.0,69113,96.98,Classical,,,9.0,90.5,236.0,132.0,,,,,,,,,1998-10-09T00:00:00.000Z,38.3653333333,4836,85.8399722222,Louisville,,HD,,21.0,Classical,,,True,"KENTUCKY PUBLIC RADIO, INC.",8AEF,"1,063,200",,WUOL Title & Artist,WUOL Title & Artist,78.2122905028,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,WUOL CLASSICAL LOUISVILLE,KY,1999-02-03T06:00:00.000Z,False,0.0,False,0.0
,,[],,24.5,390.7,NDIR,8e754453859347feb296c1b6063ebeb7,,WVEZ,,336,WVEZ,ST. MATTHEWS,B,7.0,USA,2019-03-14T20:09:29.081Z,,9.01,24.5,24.5,24.5,53595,97.59,Hot AC,,,39.0,106.9,204.0,92.0,Christian Talk,Pure Radio 92.3,,,,,,,2007-07-06T00:00:00.000Z,38.372,4876,85.8258055556,Louisville,,HD,,24.5,Hot AC,,,False,"SM-WVEZ, LLC",8C9D,"1,063,200",,PLAY Title & Artist,Title & Artist PLAY,77.6914539401,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,MIX 106.9,KY,2007-08-09T00:00:00.000Z,False,0.0,False,0.0
,,"['W270CR,adjacent,81.71']",,6.0,338.0,NDIR,b9b37df18e794e2d8cdec1b6063ebeb7,,WVKY,,95,WVKY,SHELBYVILLE,A,4.0,USA,2019-03-14T20:09:41.407Z,,32.0,6.0,6.0,6.0,60081,51.54,Country,,,13.0,101.7,100.0,91.0,,,,,,,,,1996-05-21T00:00:00.000Z,38.2133888889,4894,85.1710555556,Louisville,,,,6.0,Country,,,False,"SOUTHERN BELLE, LLC",,"1,063,200",,,,12.5,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,FROGGY 104.9,KY,1996-09-18T02:00:00.000Z,False,0.0,False,0.0
,,"['WTFX-FM,IBOC,87.45', 'WTFX-FM,adjacent,87.45']",,100.0,553.0,OTS,1e20065d40e84529ba4fc1b6063ebeb7,,WVLK,,101,WVLK-FM,LEXINGTON,C1,10.0,USA,2019-03-14T20:08:46.612Z,,75.11,100.0,100.0,100.0,27417,41.05,Country,,,13.0,92.9,259.0,251.0,,,,,,,,,1980-09-02T00:00:00.000Z,38.0395,4898,84.4029722222,Lexington-Fayette,,,,100.0,Country,,,False,Cumulus Media,8D44,"537,400",,,,13.3138064173,105.0,141,,38.2527,"Louisville, KY",-85.7585,FM,K 92.9,KY,1980-09-29T00:00:00.000Z,False,0.0,False,0.0
